,strategy,rate,iteration,total_correctness,avg_correctness
570,3,50,75,217412.0781941754,283.8277783213778
571,3,50,76,13988.096312217654,179.33456810535455
572,3,50,77,139531.03696884625,136.66115276086802
573,3,50,78,139531.03696884625,136.66115276086802
574,3,50,79,3013.5047623891664,51.95697866188218
575,3,50,8,43662.086701606546,496.16007615461984
576,3,50,80,209307.2551069837,571.8777461939445
577,3,50,81,32051.287137555155,291.3753376141378
578,3,50,82,2002510.2516826529,332.5876518323622
579,3,50,83,263214.6037097647,505.21037180377107
580,3,50,84,0.0,0.0
581,3,50,85,60234.397984817326,424.18590130153046
582,3,50,86,263214.6037097647,505.21037180377107
583,3,50,87,0.0,0.0
584,3,50,88,57319.78980101904,132.07324838944479
585,3,50,89,363486.88485410344,174.25066388020298
586,3,50,9,0.0,0.0
587,3,50,90,429533.6504172436,420.6989720051358
588,3,50,91,12992.818188108293,42.460190157216644
589,3,50,92,65163.699111363196,517.1722151695492
590,3,50,93,0.0,0.0
591,3,50,94,0.0,0.0
592,3,50,95,41210.37216892464,53.450547560213536
593,3,50,96,218386.59614388752,171.8226562894473
594,3,50,97,0.0,0.0
595,3,50,98,108643.76000164906,296.84087432144554
596,3,50,99,50127.22228331404,163.81445190625504
597,3,60,1,32989.27994720769,659.7855989441538
598,3,60,10,511139.06728253304,500.62592290159944
599,3,60,100,27020.90510329618,375.2903486568914
600,3,60,11,325010.0186217562,309.5333510683392
601,3,60,12,453213.4471789757,443.8917210371946
602,3,60,13,300626.54629084765,286.31099646747396
603,3,60,14,5903.286049339552,281.1088594923596
604,3,60,15,39020.192413863566,31.166287870498056
605,3,60,16,57349.09080756396,349.6895780949022
606,3,60,17,340140.86180148355,414.3006842892613
607,3,60,18,0.0,0.0
608,3,60,19,97973.00696514384,437.37949538010645
609,3,60,2,85798.59236684782,640.2880027376704
610,3,60,20,27824.169429815287,53.40531560425199
611,3,60,21,41210.37216892464,53.450547560213536
612,3,60,22,263214.6037097647,505.21037180377107
613,3,60,23,2335170.3885495374,387.8376330426071
614,3,60,24,64336.8204255663,287.21794832842096
615,3,60,25,186044.4108963043,177.18515323457552
616,3,60,26,178596.1509314994,251.5438745514076
617,3,60,27,171496.1783693021,560.4450273506604
618,3,60,28,303281.2582154391,297.0433479093429
619,3,60,29,41210.37216892464,53.450547560213536
620,3,60,3,2486.1640074422558,118.38876225915503
621,3,60,30,57319.78980101904,132.07324838944479
622,3,60,31,0.0,0.0
623,3,60,32,889399.3856644682,710.3828958981375
624,3,60,33,889399.3856644682,710.3828958981375
625,3,60,34,171496.1783693021,560.4450273506604
626,3,60,35,19471.515658040764,107.57743457481085
627,3,60,36,150149.73404811643,142.99974671249183
628,3,60,37,0.0,0.0
629,3,60,38,0.0,0.0
630,3,60,39,25135.344375540917,483.3720072219407
631,3,60,4,0.0,0.0
632,3,60,40,2453.236560655961,116.8207886026648
633,3,60,41,267891.0032439856,349.7271582819655
634,3,60,42,27387.946936617212,182.58631291078143
635,3,60,43,127853.70074494113,238.53302377787526
636,3,60,44,104041.33993039092,81.85785989802591
637,3,60,45,263214.6037097647,505.21037180377107
638,3,60,46,53490.55088349688,204.9446394003712
